,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
Azure-Samples\\azure-cosmos-db-documentdb-java-getting-started,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=6.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.05703987424905543, z=1.9030051422496397, Tau=0.3888888888888889, s=14.0, var_s=46.666666666666664, slope=0.0, intercept=57.16666666666666)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.2)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.1839442837056898)"
Azure-Samples\\ms-identity-android-java,"Mann_Kendall_Test(trend='increasing', h=True, p=1.397868632180277e-06, z=4.825308299148083, Tau=0.30823529411764705, s=393.0, var_s=6599.666666666667, slope=0.0, intercept=8.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.2354561818028742e-12, z=7.1013394293312215, Tau=0.6462745098039215, s=824.0, var_s=13431.333333333334, slope=0.026785714285714284, intercept=118.20535714285714)","Mann_Kendall_Test(trend='increasing', h=True, p=5.1493698194349236e-11, z=6.566552014696048, Tau=0.5858823529411765, s=747.0, var_s=12906.333333333334, slope=0.0003883495145631066, intercept=1.4951456310679612)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006281749954460292, z=2.7327001081910063, Tau=0.17490196078431372, s=223.0, var_s=6599.666666666667, slope=0.0, intercept=0.004385415464639664)"
Azure-Samples\\functions-docs-java,"Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=0.0)"
Azure-Samples\\active-directory-android,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.772716878318704e-07, z=5.138275156922854, Tau=0.7312252964426877, s=185.0, var_s=1282.3333333333333, slope=0.5666666666666629, intercept=87.4333333333334)","Mann_Kendall_Test(trend='increasing', h=True, p=4.9880171084648595e-06, z=4.565291091578449, Tau=0.6245059288537549, s=158.0, var_s=1182.6666666666667, slope=0.014880952380952384, intercept=1.3363095238095237)","Mann_Kendall_Test(trend='increasing', h=True, p=0.04353760313587274, z=2.0185154846829296, Tau=0.15019762845849802, s=38.0, var_s=336.0, slope=0.0, intercept=0.3107802998274565)"
Azure-Samples\\azure-iot-samples-java,"Mann_Kendall_Test(trend='increasing', h=True, p=8.881784197001252e-16, z=8.028476727907922, Tau=0.8585365853658536, s=704.0, var_s=7667.333333333333, slope=0.51, intercept=-4.199999999999999)","Mann_Kendall_Test(trend='increasing', h=True, p=4.68321007256467e-05, z=4.070898760077039, Tau=0.4378048780487805, s=359.0, var_s=7733.666666666667, slope=2.0407269587997146, intercept=64.91273355127842)","Mann_Kendall_Test(trend='no trend', h=False, p=0.4000842963581692, z=-0.8414706934237456, Tau=-0.09146341463414634, s=-75.0, var_s=7733.666666666667, slope=0.0, intercept=1.868421052631579)","Mann_Kendall_Test(trend='increasing', h=True, p=4.078270587681843e-06, z=4.607353135418087, Tau=0.41097560975609754, s=337.0, var_s=5318.333333333333, slope=0.0, intercept=0.0)"
Azure-Samples\\active-directory-java-webapp-openidconnect,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=8.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.1029707975017686e-08, z=5.6033096183656, Tau=0.6735632183908046, s=293.0, var_s=2715.6666666666665, slope=0.03125, intercept=98.296875)","Mann_Kendall_Test(trend='increasing', h=True, p=2.0990037547408136e-05, z=4.254090528693352, Tau=0.43448275862068964, s=189.0, var_s=1953.0, slope=0.0, intercept=1.3963963963963963)","Mann_Kendall_Test(trend='increasing', h=True, p=3.3918213908634698e-06, z=4.645543592392305, Tau=0.5172413793103449, s=225.0, var_s=2325.0, slope=2.4713486849437658e-06, intercept=0.0036534959336467394)"
Azure-Samples\\migrate-java-ee-app-to-azure-2,"Mann_Kendall_Test(trend='increasing', h=True, p=1.0674414685496458e-09, z=6.098984907208503, Tau=0.4791836734693877, s=587.0, var_s=9231.666666666666, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.6742020581831887, z=0.4203879654715659, Tau=0.04081632653061224, s=50.0, var_s=13586.0, slope=0.0, intercept=45.25)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.00616597868260893, z=-2.7388217870363127, Tau=-0.19346938775510203, s=-237.0, var_s=7425.0, slope=0.0, intercept=3.75)","Mann_Kendall_Test(trend='no trend', h=False, p=0.6024238084802356, z=-0.5209181250853535, Tau=-0.04163265306122449, s=-51.0, var_s=9213.0, slope=0.0, intercept=2.9821045245626007e-05)"
Azure-Samples\\couchbaseTocosmosdb,"Mann_Kendall_Test(trend='increasing', h=True, p=0.036888425707049866, z=2.0869967789998034, Tau=0.5357142857142857, s=15.0, var_s=45.0, slope=2.630952380952381, intercept=-9.208333333333334)","Mann_Kendall_Test(trend='increasing', h=True, p=0.036888425707049866, z=2.0869967789998034, Tau=0.5357142857142857, s=15.0, var_s=45.0, slope=6.773109243697478, intercept=-23.705882352941174)","Mann_Kendall_Test(trend='increasing', h=True, p=0.036888425707049866, z=2.0869967789998034, Tau=0.5357142857142857, s=15.0, var_s=45.0, slope=0.273109243697479, intercept=-0.9558823529411766)","Mann_Kendall_Test(trend='increasing', h=True, p=0.036888425707049866, z=2.0869967789998034, Tau=0.5357142857142857, s=15.0, var_s=45.0, slope=0.04847776307789635, intercept=-0.16967217077263722)"
Azure-Samples\\media-services-v3-java,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0, z=12.824087161824977, Tau=0.8587878787878788, s=4251.0, var_s=109831.0, slope=0.5714285714285714, intercept=-12.285714285714285)","Mann_Kendall_Test(trend='increasing', h=True, p=1.6572346184240416e-06, z=4.79127661482938, Tau=0.3212121212121212, s=1590.0, var_s=109988.0, slope=0.25397727272727266, intercept=134.3372159090909)","Mann_Kendall_Test(trend='increasing', h=True, p=2.375877272697835e-13, z=7.325791974494321, Tau=0.4907070707070707, s=2429.0, var_s=109847.0, slope=0.0023589954322966182, intercept=1.8569139366276333)","Mann_Kendall_Test(trend='increasing', h=True, p=3.08709587670819e-07, z=5.118050724023956, Tau=0.33575757575757575, s=1662.0, var_s=105324.66666666667, slope=0.00046321629569776555, intercept=0.013250476005826822)"
Azure-Samples\\network-java-manage-internal-load-balancers,"Mann_Kendall_Test(trend='no trend', h=False, p=0.44027355205805696, z=-0.7717313614064538, Tau=-0.07056451612903226, s=-35.0, var_s=1941.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=6.69850841461539e-11, z=6.527257061412758, Tau=0.8064516129032258, s=400.0, var_s=3736.6666666666665, slope=32.54096638655462, intercept=541.6150210084033)","Mann_Kendall_Test(trend='no trend', h=False, p=0.21984964640011762, z=-1.2269280190625484, Tau=-0.1532258064516129, s=-76.0, var_s=3736.6666666666665, slope=-0.0103396277958826, intercept=3.9624620330339817)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-vm,"Mann_Kendall_Test(trend='increasing', h=True, p=0.00012828807950815424, z=3.8297220478390632, Tau=0.3069387755102041, s=376.0, var_s=9588.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0, z=8.965012524858308, Tau=0.8685714285714285, s=1064.0, var_s=14059.333333333334, slope=31.414285714285715, intercept=-174.81666666666672)","Mann_Kendall_Test(trend='increasing', h=True, p=3.1183709590099085e-06, z=4.6628651538562, Tau=0.4514285714285714, s=553.0, var_s=14014.333333333334, slope=0.03131868131868132, intercept=2.846978021978021)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\acr-java-manage-azure-container-registry,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.54181342640436e-10, z=6.324422533821656, Tau=0.9166666666666666, s=253.0, var_s=1587.6666666666667, slope=15.972222222222221, intercept=489.31944444444446)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0001890608200070254, z=3.7332020377862043, Tau=0.5398550724637681, s=149.0, var_s=1571.6666666666667, slope=0.011822642552693436, intercept=3.4354681820725976)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\aad-java-manage-service-principals,"Mann_Kendall_Test(trend='increasing', h=True, p=0.006811917812266977, z=2.7059018389263056, Tau=0.22826086956521738, s=63.0, var_s=525.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=9.665719336027223e-10, z=6.114834561681795, Tau=0.8768115942028986, s=242.0, var_s=1553.3333333333333, slope=30.054166666666667, intercept=794.3770833333333)","Mann_Kendall_Test(trend='increasing', h=True, p=2.088097409647105e-06, z=4.744705655744796, Tau=0.6811594202898551, s=188.0, var_s=1553.3333333333333, slope=0.022194719471947243, intercept=3.0359466235085044)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\app-service-java-configure-deployment-sources-for-functions,"Mann_Kendall_Test(trend='increasing', h=True, p=0.007081880217869596, z=2.6929692410670665, Tau=0.23715415019762845, s=60.0, var_s=480.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.2348699840458721e-09, z=6.07564933284559, Tau=0.8972332015810277, s=227.0, var_s=1383.6666666666667, slope=39.875, intercept=663.875)","Mann_Kendall_Test(trend='increasing', h=True, p=0.006603491180718235, z=2.716205518815465, Tau=0.4031620553359684, s=102.0, var_s=1382.6666666666667, slope=0.016380894060012287, intercept=3.428505817513778)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\sql-database-java-manage-sql-secrets-in-key-vault,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0008869672804068252, z=3.324124064593972, Tau=0.6666666666666666, s=44.0, var_s=167.33333333333334, slope=1.6875, intercept=1255.21875)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0029204829720201886, z=2.9759858916558812, Tau=0.5606060606060606, s=37.0, var_s=146.33333333333334, slope=0.0050000000000000825, intercept=3.7836111111111106)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\sql-database-java-manage-sql-server-dns-aliases,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003441766677845237, z=2.925252649612825, Tau=0.6, s=33.0, var_s=119.66666666666667, slope=3.75, intercept=1266.75)","Mann_Kendall_Test(trend='increasing', h=True, p=0.003441766677845237, z=2.925252649612825, Tau=0.6, s=33.0, var_s=119.66666666666667, slope=0.011111111111111294, intercept=3.7666666666666657)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\application-gateway-java-manage-application-gateways,"Mann_Kendall_Test(trend='no trend', h=False, p=0.2964358246800809, z=-1.0441071360204963, Tau=-0.09475806451612903, s=-47.0, var_s=1941.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=3.1400548827775765e-10, z=6.291701149586231, Tau=0.7762096774193549, s=385.0, var_s=3725.0, slope=28.91304347826087, intercept=555.8478260869565)","Mann_Kendall_Test(trend='no trend', h=False, p=0.17909706976600503, z=-1.3435403496512264, Tau=-0.16733870967741934, s=-83.0, var_s=3725.0, slope=-0.017651515151515123, intercept=4.10876332001332)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-create-virtual-machines-across-regions-in-parallel,"Mann_Kendall_Test(trend='no trend', h=False, p=0.17793098146664232, z=-1.3471529380441285, Tau=-0.13118279569892474, s=-61.0, var_s=1983.6666666666667, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.1041392244948156e-09, z=6.093578833928669, Tau=0.7655913978494624, s=356.0, var_s=3394.0, slope=30.386363636363637, intercept=540.7045454545455)","Mann_Kendall_Test(trend='no trend', h=False, p=0.15424512585117478, z=-1.4246958963833227, Tau=-0.18064516129032257, s=-84.0, var_s=3394.0, slope=-0.02137815726665902, intercept=4.166826205153732)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\storage-java-manage-storage-accounts,"Mann_Kendall_Test(trend='no trend', h=False, p=0.060892250591195074, z=1.8742770387238468, Tau=0.14376321353065538, s=136.0, var_s=5188.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0, z=8.302793505219398, Tau=0.8625792811839323, s=816.0, var_s=9635.333333333334, slope=33.73076923076923, intercept=-143.21153846153857)","Mann_Kendall_Test(trend='increasing', h=True, p=0.001284548099637961, z=3.219409702192503, Tau=0.33509513742071884, s=317.0, var_s=9634.333333333334, slope=0.029040404040404026, intercept=3.03916072489602)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\network-java-manage-virtual-network,"Mann_Kendall_Test(trend='no trend', h=False, p=0.7225488002446596, z=0.3550544495558187, Tau=0.026923076923076925, s=21.0, var_s=3173.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.354472090042691e-14, z=7.700377706634985, Tau=0.841025641025641, s=656.0, var_s=7235.333333333333, slope=34.4375, intercept=-39.53125)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0353454843346106, z=2.1043780297521564, Tau=0.23076923076923078, s=180.0, var_s=7235.333333333333, slope=0.014743589743589802, intercept=3.412499999999999)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\network-java-manage-network-security-group,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3666495587496228, z=0.9027670188914338, Tau=0.06533776301218161, s=59.0, var_s=4127.666666666667, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=9.325873406851315e-15, z=7.7480954402601325, Tau=0.813953488372093, s=735.0, var_s=8974.333333333334, slope=32.19444444444444, intercept=-29.083333333333258)","Mann_Kendall_Test(trend='no trend', h=False, p=0.07273052542960712, z=1.7945180174989408, Tau=0.1893687707641196, s=171.0, var_s=8974.333333333334, slope=0.011926961926961965, intercept=3.449533799533799)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\network-java-manage-network-interface,"Mann_Kendall_Test(trend='no trend', h=False, p=0.7954516721040599, z=0.25923792368260634, Tau=0.01951219512195122, s=16.0, var_s=3348.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=3.774758283725532e-15, z=7.860858575849191, Tau=0.8475609756097561, s=695.0, var_s=7794.333333333333, slope=33.416666666666664, intercept=-50.83333333333326)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0296479540679373, z=2.174762026747903, Tau=0.23536585365853657, s=193.0, var_s=7794.333333333333, slope=0.015373989427172252, intercept=3.412520211456555)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\network-java-manage-ip-address,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6280638047376952, z=0.4844538563293788, Tau=0.03232323232323232, s=32.0, var_s=4094.6666666666665, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=2.220446049250313e-16, z=8.252456028352185, Tau=0.8454545454545455, s=837.0, var_s=10262.333333333334, slope=31.285714285714285, intercept=-91.78571428571422)","Mann_Kendall_Test(trend='increasing', h=True, p=0.025685957758414535, z=2.230927108143055, Tau=0.2292929292929293, s=227.0, var_s=10262.333333333334, slope=0.015018315018314965, intercept=3.354528576446386)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\network-java-manage-internet-facing-load-balancers,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3923265441679975, z=-0.8554057812953504, Tau=-0.07575757575757576, s=-40.0, var_s=2078.6666666666665, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.8571144622114844e-11, z=6.716837110774075, Tau=0.8162878787878788, s=431.0, var_s=4098.333333333333, slope=30.904761904761905, intercept=560.5238095238095)","Mann_Kendall_Test(trend='no trend', h=False, p=0.24771355179566967, z=-1.1559208051099572, Tau=-0.14204545454545456, s=-75.0, var_s=4098.333333333333, slope=-0.0052923186415034336, intercept=3.8978639114508677)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-virtual-machine-scale-sets,"Mann_Kendall_Test(trend='no trend', h=False, p=0.7199001079161496, z=-0.3585923000066013, Tau=-0.03015873015873016, s=-19.0, var_s=2519.6666666666665, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=4.721778523730791e-12, z=6.91370109105527, Tau=0.8031746031746032, s=506.0, var_s=5335.333333333333, slope=29.17391304347826, intercept=450.45652173913044)","Mann_Kendall_Test(trend='no trend', h=False, p=0.09710780143628095, z=-1.6590396568588874, Tau=-0.19365079365079366, s=-122.0, var_s=5319.333333333333, slope=-0.010299953314659296, intercept=4.026403029160384)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
Azure-Samples\\compute-java-manage-availability-sets,"Mann_Kendall_Test(trend='no trend', h=False, p=0.9854399658170276, z=0.01824930958084771, Tau=0.002699055330634278, s=2.0, var_s=3002.6666666666665, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=1.9984014443252818e-14, z=7.650386885019435, Tau=0.8488529014844804, s=629.0, var_s=6738.333333333333, slope=34.00000000000006, intercept=151.66666666666538)","Mann_Kendall_Test(trend='no trend', h=False, p=0.12479605261519167, z=1.5349502348924344, Tau=0.17139001349527666, s=127.0, var_s=6738.333333333333, slope=0.010286517135832174, intercept=3.504556174419189)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
